PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
426678;2/06/2021;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;INFORMAL;;ferreteria el cacha;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;15 PERFILES DE PLACA FACIL X 6 METROS y 8 MALLAS ELECTROSOLDADAS DE 4.00 MM DE 15 X15 2.35X6;2727000;9/01/2021 0:00;16/06/2021;16/06/2021;16/06/2021;SI;16/06/2021 11:23;14
364211;4/03/2021;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Calidad, Idoneidad y seguridad;Producto defectuoso;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;MUEBLERIA YOHENIS JP;CERRADO;Incumplimiento de la garantía;Bien;JUEGO DE CUARTO Y 1 COLCHON;700000;17/02/2021 0:00;11/03/2021;11/03/2021;11/03/2021;SI;11/03/2021 13:04;7
336379;30/11/2020;CB SAN CRISTOBAL;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SAN CRISTOBAL;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Ninguno                                  ;SI;INFORMAL;;deko click;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;MUEBLES Y ENSERES;1200000;24/10/2020 0:00;7/12/2020;7/12/2020;7/12/2020;SI;7/12/2020 13:05;7
311080;20/10/2020;CB SAN CRISTOBAL;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SAN CRISTOBAL;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;richard gonzalez;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;TELEVISOR;2200000;1/10/2020 0:00;27/10/2020;27/10/2020;27/10/2020;SI;27/10/2020 15:35;7
324677;10/11/2020;CB SAN CRISTOBAL;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SAN CRISTOBAL;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;OSWALDO RODRIGUEZ TRIANA;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;PRESTACION DE SERVICIO DE OBRA CIVIL;7000000;27/08/2020 0:00;24/11/2020;24/11/2020;24/11/2020;SI;24/11/2020 22:28;14
299618;7/10/2020;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;No indica;SI;INFORMAL;;CortiCasa;CERRADO;Incumplimiento contractual;Bien;Persianas;112000;29/08/2020 0:00;7/10/2020;2/11/2021;2/11/2021;SI;2/11/2021 19:50;391
335409;27/11/2020;CB ENGATIVA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;ENGATIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;abba bogotana de lavadoras;CERRADO;Incumplimiento de la garantía;Servicio;Nevera Marca Samsung, Lavadoras Marca Whirpool;950000;24/02/2020 0:00;10/12/2020;10/12/2020;10/12/2020;SI;10/12/2020 15:15;13
325578;11/11/2020;CB ENGATIVA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;ENGATIVA;ARREGLO DIRECTO;SIC;Servicios funerarios ;Prestación del servicio;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Técnico;SI;INFORMAL;;coopserpark;CERRADO;Incumplimiento contractual;Servicio;Contrato Servicios Funerarios;1512000;12/02/2020 0:00;2/12/2020;10/12/2020;10/12/2020;SI;10/12/2020 15:02;29
454379;9/07/2021;CB KENNEDY;Casas del Consumidor Bogota;BOGOTA;BOGOTA;KENNEDY;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;FABRICACION DE MUEBLES Y COLCHONES PANORAMA;CERRADO;Incumplimiento de la garantía;Bien;CAMA DOBLE ;945000;13/05/2021 0:00;19/07/2021;19/07/2021;19/07/2021;SI;19/07/2021 13:37;10
1061841;16/06/2023;RUTA4;Rutas del Consumidor;BOGOTA;VALLE DEL CAUCA;YUMBO;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Promociones y ofertas;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Técnico;SI;INFORMAL;;ESTETICA Y BELLEZA SULAY PEREZ;ACORDADO;Información o publicidad engañosa;Servicio;¡PREMIAMOS TU FIDELIDAD! Por 9 servicios que te hagas obtén el 50% de descuento en el servicio # 10.;50000;24/11/2022 0:00;16/06/2023;16/06/2023;16/06/2023;SI;16/06/2023 15:04;0
1067489;23/06/2023;RUTA 2;Rutas del Consumidor;BOGOTA;PUTUMAYO;MOCOA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;INFORMAL;;kaova tienda;ACORDADO;Incumplimiento de la garantía;Bien;TENIS BLANCOS MARCA FORCE ONE;195000;10/02/2023 0:00;23/06/2023;23/06/2023;23/06/2023;SI;23/06/2023 12:12;0
954153;2/03/2023;RUTA4;Rutas del Consumidor;BOGOTA;CALDAS;LA DORADA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;MASERVINOX S.A.S.;ACORDADO;Incumplimiento de la garantía;Bien;celular Samsung modelo A135MZKGLTC de 64GB negro;835900;7/04/2022 0:00;3/03/2023;3/03/2023;3/03/2023;SI;3/03/2023 9:28;1
860007;27/09/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;calzado luisa fer;ACORDADO;Incumplimiento de la garantía;Bien;un par de tenis de nino talla 38;80000;3/09/2022 0:00;27/09/2022;27/09/2022;27/09/2022;SI;27/09/2022 14:46;0
858233;26/09/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;FERRO INDUSTRIAS DEL PACIFICO SAS;ACORDADO;Incumplimiento contractual;Bien;01 (un) tanque de agua de 1000 litos;270000;5/01/2021 0:00;28/09/2022;28/09/2022;28/09/2022;SI;28/09/2022 9:24;2
859226;26/09/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;FORMAL;NIT;ELECTROJAPONESA S.A.;ACORDADO;Incumplimiento de la garantía;Bien;Nevecon french door 625 litros digital inv. Color Negro marca Samsung, ;3924370;24/12/2021 0:00;28/09/2022;28/09/2022;28/09/2022;SI;28/09/2022 12:16;2
580423;2/11/2021;RUTA 1;Rutas del Consumidor;BOGOTA;CUNDINAMARCA;LA MESA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;LA CASA DEL MUEBLE;ACORDADO;Incumplimiento de la garantía;Bien;SOFA CAMA;1300000;7/10/2021 0:00;2/11/2021;3/11/2021;3/11/2021;SI;3/11/2021 11:16;1
582617;4/11/2021;RUTA 1;Rutas del Consumidor;BOGOTA;CUNDINAMARCA;LA MESA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;FORMAL;NIT;EL PALACIO DEL MUEBLE;ACORDADO;Incumplimiento de la garantía;Bien;comedor de 6 puestos;1100000;17/07/2021 0:00;4/11/2021;4/11/2021;4/11/2021;SI;4/11/2021 15:22;0
893477;8/11/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Bachiller              ;SI;INFORMAL;;ar CRISTHIAN FERNANDO ALVARAN ARREDONDO;ACORDADO;Incumplimiento contractual;Servicio;Reparacion Samsung A30 ;300000;10/08/2021 0:00;18/11/2022;18/11/2022;18/11/2022;SI;18/11/2022 15:27;10
813389;12/08/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;CYA GRUPO INMOBILIARIO;CERRADO;Incumplimiento contractual;Servicio;administrativo;0;8/06/2022 0:00;12/08/2022;12/08/2022;12/08/2022;SI;12/08/2022 10:59;0
872540;12/10/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;CENTRO DE ENSEÃANZA AUTOMOVILISTICA NORTE DEL VALLE S.A.S.;ACORDADO;Incumplimiento contractual;Servicio;licencia de conducción de carro de moto ;900000;16/05/2018 0:00;19/10/2022;27/10/2022;27/10/2022;SI;27/10/2022 11:36;15
1001911;13/04/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;INVERSIONES DEPORTIVAS DE COLOMBIA SAS;ACORDADO;Incumplimiento de la garantía;Bien;zapatos;770053;9/12/2022 0:00;17/04/2023;17/04/2023;17/04/2023;SI;17/04/2023 10:04;4
725448;12/05/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;james gonzalez;CERRADO;Incumplimiento contractual;Servicio;Contrate latonería y pintura ;14000000;10/01/2019 0:00;24/05/2022;29/06/2022;29/06/2022;SI;29/06/2022 11:03;48
946318;22/02/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;tecnodisc;ACORDADO;Incumplimiento de la garantía;Bien;carro control remoto;100000;23/12/2022 0:00;1/03/2023;6/03/2023;6/03/2023;SI;6/03/2023 13:07;12
985817;27/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;No indica;Hombre;Profesional;SI;INFORMAL;;DEMIAN CLUB BOUTIQUE;ACORDADO;Incumplimiento de la garantía;Bien;ZAPATOS ;150000;20/12/2022 0:00;29/03/2023;29/03/2023;29/03/2023;SI;29/03/2023 11:40;2
710011;27/04/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;INVERSIONES OPTICOS MERCURIO S.A.S;CERRADO;Incumplimiento de la garantía;Bien;gafas;290000;19/05/2021 0:00;4/05/2022;11/05/2022;11/05/2022;SI;11/05/2022 14:17;14
975952;16/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;REDESMAS.NET S.A.S;ACORDADO;Incumplimiento contractual;Servicio;internet;55000;6/10/2022 0:00;21/03/2023;21/03/2023;21/03/2023;SI;21/03/2023 10:46;5
980702;22/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Física;Víctima de conflicto armado;Hombre;Tecnólogo;SI;INFORMAL;;maria carolina barco;ACORDADO;Incumplimiento contractual;Servicio;vuelos ;1480000;25/06/2019 0:00;28/03/2023;28/03/2023;28/03/2023;SI;28/03/2023 9:59;6
999678;12/04/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;INVERSIONES INMENSA S.A.S.;ACORDADO;Incumplimiento contractual;Bien;freidora ;410000;10/03/2023 0:00;19/04/2023;19/04/2023;19/04/2023;SI;19/04/2023 10:59;7
810345;10/08/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;FORMAL;NIT;VEOLIA ASEO TULUA S.A.S E.S.P.;CERRADO;Incumplimiento contractual;Bien;ANDEN DE LA CASA ;1500000;27/11/2021 0:00;17/08/2022;25/08/2022;25/08/2022;SI;25/08/2022 10:36;15
707494;25/04/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Ninguno                                  ;SI;INFORMAL;;alexandra moreno;CERRADO;Incumplimiento contractual;Bien;gafas;380000;5/03/2022 0:00;28/04/2022;16/05/2022;16/05/2022;SI;16/05/2022 12:02;21
708551;26/04/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;JUAN HARDY RAMIREZ MONTOY;CERRADO;Incumplimiento contractual;Bien;crema medicamento ;36900;8/04/2022 0:00;28/04/2022;10/05/2022;10/05/2022;SI;10/05/2022 15:54;14
855789;22/09/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;ELECTROJAPONESA S.A.;ACORDADO;Incumplimiento de la garantía;Bien;LAVADORA ;3919801;7/05/2022 0:00;28/09/2022;28/09/2022;28/09/2022;SI;28/09/2022 11:39;6
913945;5/12/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;VALENTINA AVILA FANDIÑO;ACORDADO;Incumplimiento contractual;Servicio;arrendamiento;430000;18/05/2022 0:00;12/12/2022;12/12/2022;12/12/2022;SI;12/12/2022 10:27;7
964313;8/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Padre cabeza de familia;Mujer;Bachiller              ;SI;FORMAL;NIT;INVERSIONES DEPORTIVAS DE COLOMBIA S.A.S.;ACORDADO;Incumplimiento contractual;Bien;ZAPATOS ;200000;17/02/2023 0:00;13/03/2023;13/03/2023;13/03/2023;SI;13/03/2023 10:06;5
964759;8/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;Alejandro Cruz Gaitán;ACORDADO;Incumplimiento de la garantía;Bien;muebles ;INDETERMINADO;22/03/2022 0:00;14/03/2023;14/03/2023;14/03/2023;SI;14/03/2023 10:58;6
1049175;5/06/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;ar CRISTHIAN FERNANDO ALVARAN ARREDONDO;ACORDADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;IPAD TABLET ;450000;6/05/2023 0:00;8/06/2023;8/06/2023;8/06/2023;SI;8/06/2023 12:12;3
985805;27/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;MARYORI BETANCOURTH;ACORDADO;Incumplimiento de la garantía;Bien;ROPA;150000;30/01/2023 0:00;29/03/2023;11/04/2023;11/04/2023;SI;11/04/2023 10:07;15
964710;8/03/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;INFORMAL;;KAREN DANIELA GRANADA;ACORDADO;Incumplimiento de la garantía;Bien;ROPA;INDETERMINADO;17/01/2023 0:00;14/03/2023;14/03/2023;14/03/2023;SI;14/03/2023 10:02;6
1067284;23/06/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;YAMASPORT;ACORDADO;Incumplimiento de la garantía;Bien;MOTO NMAX155;16275000;30/01/2023 0:00;28/06/2023;28/06/2023;28/06/2023;SI;28/06/2023 10:11;5
891099;3/11/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Bachiller              ;SI;INFORMAL;;LUZ STELLA HERNANDEZ PATIÑO;ACORDADO;Incumplimiento de la garantía;Bien;Lentes de vision ;650000;12/08/2022 0:00;8/11/2022;8/11/2022;8/11/2022;SI;8/11/2022 9:50;5
1013629;26/04/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;AG ANTOLOGA STORE;ACORDADO;Incumplimiento de la garantía;Bien;anillo ;1850000;11/02/2023 0:00;9/05/2023;9/05/2023;9/05/2023;SI;9/05/2023 14:37;13
907066;25/11/2022;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;MAQUINAGRO Y AGROSERVICIOS S.A.S.;ACORDADO;Incumplimiento de la garantía;Bien;Generador disel ecomax 5.5kva MON;4650000;15/03/2022 0:00;1/12/2022;2/12/2022;2/12/2022;SI;2/12/2022 9:07;7
1197557;31/10/2023;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;INFORMAL;;sandra patricia hernandez odontologa;ACORDADO;Incumplimiento contractual;Bien;prótesis dental;500000;29/09/2023 0:00;8/11/2023;8/11/2023;8/11/2023;SI;8/11/2023 10:15;8
1218858;14/11/2023;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;CONSTRUCCIONES JF S.A.S.;ACORDADO;Incumplimiento contractual;Bien;bien inmueble;17291563;9/07/2021 0:00;20/11/2023;20/11/2023;20/11/2023;SI;20/11/2023 11:22;6
1149442;4/10/2023;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;SCHOOL FASHION;ACORDADO;Incumplimiento de la garantía;Bien;37 camibusos con estampados y bordados ;2405000;31/03/2023 0:00;18/10/2023;24/10/2023;24/10/2023;SI;24/10/2023 15:28;20
1180108;23/10/2023;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Turismo;Paquetes de Turismo ;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;GAMO TOUR;ACORDADO;Incumplimiento contractual;Servicio;paquete vacacional;2784410;20/01/2021 0:00;24/10/2023;24/10/2023;24/10/2023;SI;24/10/2023 11:57;1
1183068;24/10/2023;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;CONSTRUCTORA HABITAT DE LOS ANDES S A S;ACORDADO;Reversión de pago;Bien;bien inmueble ;14309000;6/12/2021 0:00;31/10/2023;31/10/2023;31/10/2023;SI;31/10/2023 11:32;7
1209423;8/11/2023;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;INFORMAL;;TOOL STORE;ACORDADO;Incumplimiento de la garantía;Bien;pulidora siefken;600000;12/11/2020 0:00;21/11/2023;21/11/2023;21/11/2023;SI;21/11/2023 10:35;13
1222412;15/11/2023;CR TULUA;Casas del Consumidor Regional;VALLE DEL CAUCA;VALLE DEL CAUCA;TULUA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;CREDIMOVIL R&S S.A.S;ACORDADO;Incumplimiento de la garantía;Bien;Celular marca NOKIA;400000;20/06/2023 0:00;27/11/2023;1/12/2023;1/12/2023;SI;1/12/2023 14:52;16
1303082;12/02/2024;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Posgrado;SI;FORMAL;NIT;MEGAPRINT CENTER SAS;ACORDADO;Incumplimiento contractual;Servicio;Impresión e instalación items publicidad;45601751;27/02/2023 0:00;20/02/2024;20/02/2024;20/02/2024;SI;20/02/2024 11:54;8
1260551;6/12/2023;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;CASA TORO S.A. BIC.;ACORDADO;Incumplimiento de la garantía;Bien;vehículo usado de clase Automóvil, marca HYUNDAI, línea ACCENT, modelo 2021, de placas JUM542 de Palmira;60900000;10/07/2023 0:00;6/12/2023;6/12/2023;6/12/2023;SI;6/12/2023 12:17;0
1190429;26/10/2023;CR MONTERIA;Casas del Consumidor Regional;CORDOBA;CORDOBA;MONTERIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Posgrado;SI;FORMAL;NIT;PELAEZ HERMANOS BATERIAS Y AUTOPARTES;ACORDADO;Incumplimiento de la garantía;Bien;bateria;600000;31/10/2022 0:00;3/11/2023;3/11/2023;3/11/2023;SI;3/11/2023 14:44;8
